ISBN,Title,Author,Date Published,MSRP,New,Used
9781781554401,N/A,N/A,N/A,N/A,36.23,11.73
9781901225020,N/A,N/A,N/A,N/A,32.35,22.26
9781901225051,N/A,N/A,N/A,N/A,46.07,54.57
9780199663385,N/A,N/A,N/A,N/A,32.73,5.86
9781557503039,N/A,N/A,N/A,N/A,142.75,54.99
9780517679630,N/A,N/A,N/A,N/A,33.17,7.38
9781851703784,N/A,N/A,N/A,N/A,40.95,9.72
9781472835956,N/A,N/A,N/A,N/A,39.75,37.98
