ISBN,Title,Author,Date Published,MSRP,New,Used
0394506901,N/A,N/A,N/A,N/A,23.94,5.99
9780877959847,N/A,N/A,N/A,N/A,61.21,6.67
9781572439672,N/A,N/A,N/A,N/A,12.46,5.2
9780786864713,N/A,N/A,N/A,N/A,10.1,4.01
0785308733,N/A,N/A,N/A,N/A,5.99,4.49
9780681200166,N/A,N/A,N/A,N/A,16.99,5.74
0671243047,N/A,N/A,N/A,N/A,55.05,6.72
9781887432603,N/A,N/A,N/A,N/A,32.95,4.09
9780760700648,N/A,N/A,N/A,N/A,27.94,4.66
